0.000000,0.000000,2.000000,2.000000,8.000000
0.000000,0.793516,1.500000,1.500000,7.500000
0.000000,1.374344,1.500000,1.500000,7.500000
0.000000,1.167960,2.000000,2.000000,8.000000
0.000000,1.056113,1.500000,1.500000,7.500000
0.000000,0.994788,1.500000,1.500000,7.500000
0.000000,0.963564,2.000000,2.000000,8.000000
0.000000,0.999091,2.000000,2.000000,8.000000
0.000000,1.017734,1.500000,1.500000,7.500000
0.000000,0.982502,1.500000,1.500000,7.500000
0.000000,0.971097,1.500000,1.500000,7.500000
0.000000,0.959983,1.500000,1.500000,7.500000
0.000000,0.956889,1.500000,1.500000,7.500000
0.000000,0.964307,1.500000,1.500000,7.500000
0.000000,0.970421,1.500000,1.500000,7.500000
0.000000,0.956002,1.500000,1.500000,7.500000
0.000000,0.951451,1.500000,1.500000,7.500000
0.000000,0.950191,1.500000,1.500000,7.500000
0.000000,0.950449,1.500000,1.500000,7.500000
0.000000,0.967283,1.500000,1.500000,7.500000
0.000000,0.981862,1.500000,1.500000,7.500000
0.000000,0.995089,1.500000,1.500000,7.500000
0.000000,1.015922,1.500000,1.500000,7.500000
0.000000,1.036994,1.500000,1.500000,7.500000
0.000000,1.050822,1.500000,1.500000,7.500000
0.000000,1.063207,1.500000,1.500000,7.500000
0.000000,1.079950,1.500000,1.500000,7.500000
0.000000,1.099669,1.500000,1.500000,7.500000
0.000000,1.113327,1.500000,1.500000,7.500000
0.000000,1.121896,1.500000,1.500000,7.500000
0.000000,1.131162,1.500000,1.500000,7.500000
0.000000,1.145855,1.500000,1.500000,7.500000
0.000000,1.159083,1.500000,1.500000,7.500000
0.000000,1.166173,1.500000,1.500000,7.500000
0.000000,1.172021,1.500000,1.500000,7.500000
0.000000,1.183302,1.500000,1.500000,7.500000
0.000000,1.196517,1.500000,1.500000,7.500000
0.000000,1.203291,1.500000,1.500000,7.500000
0.000000,1.207543,1.500000,1.500000,7.500000
0.000000,1.216134,1.500000,1.500000,7.500000
0.000000,1.228992,1.500000,1.500000,7.500000
0.000000,1.238069,1.500000,1.500000,7.500000
0.000000,1.243429,1.500000,1.500000,7.500000
0.000000,1.248963,1.500000,1.500000,7.500000
0.000000,1.270289,1.500000,1.500000,7.500000
0.000000,1.289043,1.500000,1.500000,7.500000
0.000000,1.306896,1.500000,1.500000,7.500000
0.000000,1.326574,1.500000,1.500000,7.500000
0.000000,1.346444,1.500000,1.500000,7.500000
0.000000,1.408313,1.500000,1.500000,7.500000
0.000000,1.413809,1.500000,1.500000,7.500000
0.000000,1.432638,1.500000,1.500000,7.500000
0.000000,1.508723,1.500000,1.500000,7.500000
0.000000,1.518341,1.500000,1.500000,7.500000
0.000000,1.506187,1.500000,1.500000,7.500000
0.000000,1.544221,1.500000,1.500000,7.500000
0.000000,1.538058,1.500000,1.500000,7.500000
0.000000,1.518443,1.500000,1.500000,7.500000
0.000000,1.555885,1.500000,1.500000,7.500000
0.000000,1.608368,1.500000,1.500000,7.500000
0.000000,1.652949,1.500000,1.500000,7.500000
0.000000,1.712068,1.500000,1.500000,7.500000
0.000000,1.748626,1.500000,1.500000,7.500000
0.000000,1.787570,1.500000,1.500000,7.500000
0.000000,1.837669,1.500000,1.500000,7.500000
0.000000,1.870116,1.500000,1.500000,7.500000
0.000000,1.884723,1.500000,1.500000,7.500000
0.000000,3.971506,1.500000,1.500000,7.500000
0.000000,5.789098,1.500000,1.500000,7.500000
0.000000,6.530238,1.500000,1.500000,7.500000
0.000000,7.604239,1.500000,1.500000,7.500000
0.000000,8.230082,1.500000,1.500000,7.500000
0.000000,8.145930,2.000000,2.000000,8.000000
0.000000,8.688257,2.000000,2.000000,8.000000
0.000000,9.185505,2.000000,2.000000,8.000000
0.000000,9.221824,2.000000,2.000000,8.000000
0.000000,8.869797,2.000000,2.000000,8.000000
0.000000,8.431231,2.000000,2.000000,8.000000
0.000000,7.915453,2.000000,2.000000,8.000000
0.000000,7.421262,2.000000,2.000000,8.000000
0.000000,6.954077,2.000000,2.000000,8.000000
0.000000,6.574668,2.000000,2.000000,8.000000
0.000000,6.213308,2.000000,2.000000,8.000000
0.000000,5.762846,2.000000,2.000000,8.000000
0.000000,5.249348,2.000000,2.000000,8.000000
0.000000,4.758885,2.000000,2.000000,8.000000
0.000000,4.207927,2.000000,2.000000,8.000000
0.000000,3.627367,2.000000,2.000000,8.000000
0.000000,3.079992,2.000000,2.000000,8.000000
0.000000,2.534724,2.000000,2.000000,8.000000
0.000000,2.014714,2.000000,2.000000,8.000000
0.000000,1.547697,2.000000,2.000000,8.000000
0.000000,1.313313,2.000000,2.000000,8.000000
0.000000,1.269132,2.000000,2.000000,8.000000
0.000000,1.263449,2.000000,2.000000,8.000000
0.000000,1.282928,2.000000,2.000000,8.000000
0.000000,1.319560,1.500000,1.500000,7.500000
0.000000,1.324268,1.500000,1.500000,7.500000
0.000000,1.332309,1.500000,1.500000,7.500000
0.000000,1.364173,1.500000,1.500000,7.500000
0.000000,1.377485,1.500000,1.500000,7.500000
0.000000,1.400994,1.500000,1.500000,7.500000
0.000000,1.338126,1.500000,1.500000,7.500000
0.000000,1.219922,1.500000,1.500000,7.500000
0.000000,1.389686,1.500000,1.500000,7.500000
0.000000,1.629781,1.500000,1.500000,7.500000
0.000000,1.818717,1.500000,1.500000,7.500000
0.000000,1.877059,1.500000,1.500000,7.500000
